text,rating,date
kwota penuh,1,2025-05-09 15:12:44
"saya kecewa dengan Interview pasport di daerah Gatot Subroto Medan tanggal 8 Mei 2025 dengan pertanyaan nya berbelit-belit dan menjebak... sebelumnya saya sudah punya paspor lama dan memperpanjang paspor saya anehnya saat pengurusannya ditolak padahal saya sudah saya bayar Rp.950.000,- dan uang saya hangus dan tidak kembali.. Alasan administrasi paspor uang menjadi milik Negara",1,2025-05-09 13:41:04
saya sudah melakukan pembayaran untuk pembuatan paspor baru tapi kenapa di aplikasinya statusnya masih menunggu pembayaran???,1,2025-05-09 12:05:08
sering error parah blank doank,1,2025-05-08 22:21:28
aplikasi bejat ... sarangnya penjahat alasan aja dg aplikasi lebih muda ... nyatanya ada tawaran reguler dan percepatan ... dimana reguler penuh terus... klo percepatan ... ini klo kena PLAT MERAH slalu bikin celah....,1,2025-05-08 15:30:59
"Sudah clear cache, login berkali-kali dan diinstall berulang kali tetap blank putih waktu login. Dengan banyaknya komplain kenapa tidak ada tanggapan/solusi dan perbaikan dari pihak pembuat aplikasi? Padahal pintu masuk untuk membuat paspor semuanya dimulai dengan aplikasi ini. Sebagai lembaga pemerintah pihak imigrasi tidak bisa memberikan pelayanan yang baik untuk warga negara",1,2025-05-08 12:03:40
"aplikasinya kacau deh, mau login kenapa cuma ngeblank aja tampilannya ya ?",1,2025-05-08 11:27:25
"gue juga gak bisa daftar via aplikasi ini, bingung aja",1,2025-05-08 05:49:54
tolong jelaskan bagaimana cara agar aplikasi ini bisa digunakan dan ada manfaatnya,1,2025-05-08 05:45:55
"dapat notif dari aplikasi pengambilan jam 10-11, setelah sampai di kantor, masih disuruh ambil nomer antrian dan dapat urutan besar. tahu gitu kan saya berangkat subuh dari rumah, mana jauh lagi...",1,2025-05-08 03:38:49
saya kecewa dan keberatan. saya rasa saya bukanlah orang pertama yang mengalami hal yang sama. pasti ada yang lain. saya sudah melakukan pembayaran. dan menentukan jadwal kedatangan imigrasi. namun permohonan saya di tolak. karena saya masih berusia 19 tahun padahal tahun ini saya naik 20 tahun saya sudah membayar di mpassport tapi bukti dan riwayat pembayaran saya hilang secara tiba² apa yang harus saya lakukan?,1,2025-05-08 03:30:59
Tidak bisa memilih Tanggal,1,2025-05-08 01:19:02
susah sekali masuk aplikasi mpaspor ini. sampe berulang ulang kok tetap susah log in. sedangkan email dan pasword sdh benar,1,2025-05-07 16:00:00
"ini kaya ga niat bikin aplikasi, ga bisa di gunakan., ga manfaat samsek... 👎👎",1,2025-05-07 11:33:03
udah daftar akun sekalinya log in layar cuma hitam/putih doang,1,2025-05-07 07:27:58
"info tidak lengkap, ampas",1,2025-05-07 06:47:23
"aplikasinya bikin susah,.ditengah proses pengisian berkali2 balik terus ke menu awal, begitu berhasil proses lanjut,eh salah pilih uang yg udah disetor hilang,. coba dong sertakan PENJELASAN Penggantian itu apa Perpanjangan itu apa,..kalau pasport EXPIRED masuk nya kategori pilihan apa,.. PENGGANTIAN atau buat Baru., gak mungkin kan perpanjangan, yg saya pahami kalau PENGGANTIAN itu passport masih berlaku tapi fisiknya Hilang atau Rusak. Cuma salah pilihan, uang hilang, aturan bikin susah orang.",1,2025-05-07 06:19:29
"Pelayanan cepat ramah, pelayanan online maksimal, sangat mendukung program digitalisasi dari pemerintah",5,2025-05-07 04:41:23
apk sampah,1,2025-05-07 03:18:14
"payah, layar blank putih setelah login padahal sudah bener prosesnya",1,2025-05-07 02:06:22
parah ni aplikasi force close mulu,1,2025-05-07 01:14:33
gud,5,2025-05-07 00:54:00
🙏,5,2025-05-07 00:42:36
menyenangkan,5,2025-05-06 21:10:14
Gak bisa pilih tanggal kedatangan,1,2025-05-06 21:08:32
tdk dapat di gunakan....,1,2025-05-06 14:53:17
"aplikasi sampah, udah daftar akun udah mengikuti sesuai ketentuan masih aja gak bisa singin, aplikasi gak ada manfaatnya buang""anggaran negara",1,2025-05-06 08:58:28
"aplikasi yg canggih sangat membantu, yg bilang jelek brarti orang gaptek 😁😄😆",5,2025-05-06 04:28:41
Aplikasi ini perlu dievaluasi terus,1,2025-05-06 03:53:18
Semoga lebih di mudahkan untuk proses pendaftaran secara online,5,2025-05-06 01:24:45
ga bisa pilih tanggal,1,2025-05-05 21:35:43
Tidak bisa di akses time out terus,1,2025-05-05 15:14:14
aman,5,2025-05-05 11:37:43
"mau login tidak bisa layar langsung hitam, gimana ini aplikasi kok tidak di perbaiki padahal ini sudah lama seperti ini",1,2025-05-05 08:35:49
"IT di gaji kecil jadi aplikasi nya eror,semua aplikasi dan website pemerintahan jelek,,bagus paling beberapa bulan aja,dah tu...??",1,2025-05-05 04:21:47
"sangat buruk sekali, apakah sengaja tidak di perbaiki aplikasi ini? supaya bisa pelihara para calo makelar pasport?",1,2025-05-05 02:24:29
ok,5,2025-05-05 00:36:58
"mau daftar online, qo aplikasinya eror yaa.. udah bberapa hari mantau, masi ga bisa dibuka..",1,2025-05-04 12:54:11
sangat bagus,5,2025-05-04 07:21:47
selalu berhasil buat pasport via online,5,2025-05-04 06:47:47
Tinggal milih Tanggal aj tp di klik gak bisa ... tinggal atur jadwal kedatangan ke imigrasi nya aj susah sekali gak bisa bida. ternyata bnyak yg mengalami kendala yg sama seperti saya ...,1,2025-05-04 05:54:15
"seharusnya sebelum mengisi biodata bisa memilih tgl kedatangan dulu, karena setiap kali ngisi biodata dulu pasti tanggal kedatangan sudah full dan kalau milih lokasi awal disuruh mengulang dari awal lagi, benar benar mamakan banyak waktu.",2,2025-05-03 07:51:30
"tidak di sarankan, lebih baik DTG langsung ke imigrasi, klo disuruh pakai Aplikasi sama petugasnya, gantian suruh juga petugasnya mendownload kan dan membantu menggunakan aplikasi ini di tempat biar tau bagaimana kecewanya melihat Hasil Aplikasi ini 😥",1,2025-05-02 22:39:37
"sudah mengikuti petunjuk. namun setelah login layar hanya berwarna hitam saja. saya sudah uninstall & reinstall kembali tapi setelah login tampilannya tetap cuma hitam aja. tolong segera diperbaiki, saya mau perpanjang passpor jd kesulitan",1,2025-05-02 15:17:24
👍👍👍👍👍,5,2025-05-02 14:12:47
stuck saat login,3,2025-05-02 10:55:16
"aplikasi rusak, verifikasi email aja kode udah bener tapi gak bisa ujung ujung nya giliran masuk lagi halaman verivikasi udah ilang giliran login gak bisa buat akun lagi pake email itu gak bisa. aneh ini aplikasi",2,2025-05-02 10:47:26
kok gk bisa digunakan ?,1,2025-05-02 09:06:23
tidak dapat menggunakan aplikasi m paspor,1,2025-05-02 08:37:27
pagi ngecek belom buka kuota untuk boking foto. gua cek trus tiap detik. agak sorean cek lagi tiba-tiba ud penuh aja slot sampe bulan 6.,2,2025-05-02 08:07:13
"nama saya di KTP dan KK ada tanda petik nya ( ' ) tapi pas waktu mengisi data tanda petik nya tidak ada, apakah saya bisa bikin paspor, mohon tolong penjelasanya. terimakasih",5,2025-05-01 17:55:29
sangat baik,5,2025-05-01 14:44:00
ok,5,2025-05-01 05:05:58
aplikasi gaguna minta otp tapi giliran diinput malah error padahal udah sesuai angkanya,1,2025-05-01 04:44:53
"sangat membantu, tp gmna cara perpanjangan pasfornya gak ada pilihannya",5,2025-05-01 03:48:43
capruk aplikasi teh cacat ga bisa klik tgl kedatangan!,1,2025-04-30 12:34:35
satu kata (PARAH),1,2025-04-30 09:06:49
"bagus, membantu pembuatan paspor, tp ada bbrp saran dr sy, bagian alamat orang tua seharusnya tidak wajib isi/ dikasih pilihan krn ada yg orang tuanya sudah meninggal jd bingung nulis alamatnya gmn, trs bagian pembayaran yg payment sy lihat tata caranya ada bank BCA tp stlh sy pilih gak ada BCA dan gak bisa diganti metode pembayarannya, sebaiknya bisa diganti kl misal salah milih metode pembayaran (payment/kode billing)",4,2025-04-30 07:39:19
Bagus,5,2025-04-30 02:20:50
dengan aplikasi ini pendaftaran Online paspor bisa lebih cepat tanpa ke imigrasi,5,2025-04-29 22:47:49
"Di suruh daftar online, sudah di bayar paspor tidak di kasih keluarkan. sama saja perampokan secara legal",1,2025-04-29 11:14:28
aplikasi gajelas didownload gabisa bisa,1,2025-04-29 08:42:56
buka aplikasi muncul puzzle yang tidak dapat digerakkan gimana mau daftar kalau login aja tidak bisa,1,2025-04-29 05:10:29
"prosesnya cepat, mudah, dan transparan, good job!",5,2025-04-29 03:25:52
jelek tolong perbaiki,1,2025-04-29 01:09:50
"aplikasi tolol, susah bg cari jadwal, mmg klw aplikasi pemerintah ko tolol semua ya",1,2025-04-28 09:23:48
jelek sekali aplikasi nya tidak bisa masuk mauu daftar eror terus,1,2025-04-28 08:03:35
ga bisa daftar...setelah pilih paspor rusak malah kembali ke awal semula?? apakah ini tandanya calo yg berkuasa?,1,2025-04-28 02:00:06
aplikasi yg tidak bisa digunakan sudah mencoba 2 bulan tidak satupun yg bisa login. Bagaimana ini solusinya ?,1,2025-04-27 22:21:29
"antrian hanya tersedia untuk yg percepatan, bayar sejuta, untuk yg biasa tidak bakal dapat antrian, sistem macam apa ini",1,2025-04-27 18:47:29
buruk,1,2025-04-27 18:39:37
sudah daftar log in gak bisa masuk,1,2025-04-27 15:47:12
aplikasi ga guna,1,2025-04-27 15:10:43
gak jelas,1,2025-04-27 11:17:22
udah di unduh malah ga bisa dibuka kaya apa ini,1,2025-04-27 04:33:02
sangat membantu jadi ga harus tunggu lama-lama di kantor pembuatan pasport,5,2025-04-27 00:35:12
"mungkin sengaja aplikasi dibikin begini orang indonesia banyak yang pintar dan kantor imigrasi kaya mampu bayar tukang bikin aplikasi, masa bikin aplikasi begini saja ngga mampu bukan membantu tapi menghambat",2,2025-04-26 23:26:08
oke oceeee,5,2025-04-26 11:09:18
"ampun, begini ya kalau aplikasi dikelola oleh pemerintah. Astaghfirullah hal adzim",1,2025-04-26 07:10:30
"tidak bermutu, aplikasi nya belum beres. kacau",1,2025-04-26 06:33:50
ga ada kuota yang dibuka terus tau taunya sudah penuh aplikasi gak berguna pantau pagi pantau siang pantau malam full terus tiba2 full saja buat apa ada keterangan kuota tersedia??? gak berguna ga pernah tersedia,2,2025-04-26 00:24:07
"aplikasi thololll. g bisa log in mulu, Migrasi pada maling dana maintenance semua apa yah",1,2025-04-25 11:37:56
"pokoknya sedih pakai aplikasi ini,uang saya 950rb hangus",1,2025-04-25 11:37:39
"aplikasi yg mengajarkan kita buat selalu budayakan pungli dan lewat calo,karna klo dftar online g bisa kuota selalu penuh,kalo lewat calo pasti lancar",1,2025-04-25 10:43:16
dinas swasta kah? daftar suruh bayar langsung full biaya ada suatu kesalahan main hangus dana tidak bisa ditarik (ngapain online kalau sistemnya seperti itu) aturan gitu masih dipertahankan,1,2025-04-25 10:05:10
"aplikasi nya untuk mintak kode otp baru gak ada untuk login, sungguh sulit untuk keluarin duit dan develop apps nya jangan di makan dong uangnya",4,2025-04-25 06:51:04
"aplikasi tolol, tinggal nunggu tanggal susah amat. udah 2 kali dateng ke pihak imigrasi malah disuruh nunggu buat penetapan jadwal fi aplikasi. sedangkan di aplikasi gk bisa memilih tanggal pelayanan. katanya nunggu jumat, saya tanya jam nya random, whattt?? gk jelas. udah 2 minggu ngurus gk ada titik terang. hapus aja pelayanan ginian",1,2025-04-25 03:35:44
"ga bisa berharap banyak dari aplikasi ini. kalau aplikasinya udah bisa digunakan, ntar baru kasi bintang 5.",1,2025-04-24 23:42:23
mayan ribet,3,2025-04-24 21:40:44
gak jelas ...saat pilih tgl gak bisa,2,2025-04-24 17:16:25
sistem nya bagus tp ngak kepakai. aktualnya masih pakai papper. per 5 tahun ke imigrasi perkembagan tidak ada mungkin mesti di suruh magang dulu pegawai nya di pt tempat ku kèrja biar disiplin,1,2025-04-24 11:26:04
tgl nya g bisa di klik,1,2025-04-24 10:04:42
"jngn sekali2 daftar online melalui aplikasi ini,duit kalian akan dirampok...permohonan ditolak tp duit tidak kembali...saya sudah JD korbannya.. dunia akhirat GK ikhlas saya duit saya 650.000 GK kmbli",1,2025-04-24 05:53:30
habis update malah ngebug parah ini blank respon,1,2025-04-24 05:38:13
hp 2 sama saja mau daftar susah banget dah login layar warna putih saja,1,2025-04-24 04:09:55
kenapa tidak bisa milih tanggalnya.,2,2025-04-24 03:17:32
"ini seriusan kantor imigrasi Sumatera Utara belum buka jadwal buat bulan depan? dari awal bulan 3 loh jadwal penuh, sedangkan saya sangat butuh. kenapa makin ribet sih pake apk, udah mending nunggu di kantor langsung dan ada kejelasan. kenapa makin dipersulit sih.",1,2025-04-23 16:27:52
gak bisa masuk,5,2025-04-23 15:48:17
Pelayanan cepat,5,2025-04-23 13:17:14
aplikasi gajelas !!!!!!,1,2025-04-23 12:18:30
"mmpersulit pembuatan paspor, gliran datang k kanim malah d tuduh mau kerja ke kamboja, bkin paspor d negara sndiri di persulit",1,2025-04-23 10:38:43
aplikasi memeras masyarakat miskin,1,2025-04-23 10:01:27
"aplikasi selalu tidak bisa di buka, alasannya waktu habis waktu habis terus!",1,2025-04-23 01:02:42
NGAK NIAT ....indikasi sengaja...biar masyarakat lebih milih PUNGLI .....oleh kalian ....dibikin susah,1,2025-04-22 12:08:30
kenapa gak bisa di buka aplikasinya,1,2025-04-22 09:57:59
"baru pertama kali pake app paspor inj, daftarin keluarga, serbaguna banget nih, daftar online dr hp bayar trs tinggal ke kantor ny buat foto Alhamdulillah cepet ga antri lama, setelah ini tinggal tunggu paspor jd 4, hari kerja jadinya. honest review aku buat temen-temen yg galau liat rating ny tenang aj. ini sangat membantu loh.",5,2025-04-22 07:43:30
lelet..,1,2025-04-22 06:56:55
sangat membantu,5,2025-04-22 06:24:05
tidak berfungsi,1,2025-04-22 05:25:45
"setiap kali isi data aplikasi logout terus, sudah coba berkali2 zonk. mau isi pagi siang sore malam subuh tetap zonk selalu logout",1,2025-04-22 04:36:23
aplikasi sering errorr gak niat banget bikin aplikasi,1,2025-04-22 02:41:50
"tanggalnya tidak bisa di pilih, aneh padahal kosong antrian",1,2025-04-22 02:14:49
instal/uninstal tetap aja layar putih/hitam waktu log in.,2,2025-04-22 01:39:54
jarang sekali bagus,1,2025-04-22 00:15:41
kayaknya kamu bakalan kasih bintang satu juga deh setelah coba apk nya.,1,2025-04-21 16:29:04
"agak rumit selepas daftar langsung di suruh TF uang di beri waktu tf pon hanya 2jam,bukan nya makin senang pakai online makin susah,kalau kek gini bukan nya mempermudah kan,tetapi mempersulit,udah pon dapet tangal pembuatan sampai 2mingu,tiba tiba lebih dari 2jam, kena hapus data yang udah di masukan,di suruh registrasi ulang,bikin la aturan selapas daftar online kasi tangal yang di tentukan hadir,pembayar secarang langsung di kantor kan lagi ok,gak rumit,ini di suruh TF terus, menyusahkan",1,2025-04-21 06:00:14
kenapa tidak bisa nentuin tanggal kedatangan,2,2025-04-21 04:09:13
"aplikasi tidak siap digunakan kog, gimana ini, malah menyusahkan dan memperlambat proses perpanjang pasport",1,2025-04-21 03:44:55
Banyak error,1,2025-04-21 02:31:22
good aplication,5,2025-04-21 02:09:30
"ngak bisa di buka aplikasi nya, terdeteksi virus di hp saya.",1,2025-04-20 11:26:06
rumit,1,2025-04-20 00:38:31
"Saya sudah berkali-kali pengajuan perpanjang paspor mll online, namun tidak berhasil. Klo sudah sampai pemilihan tanggal pengajuan semua bulan yang dipilih selalu berwarna pink alias penuh, mencoba bulan berikutnya sama tidak bisa. Mencoba menunggu bulan berikutnya lagi tetap tidak bisa. Bgmn solusinya?",1,2025-04-20 00:33:04
di suruh isi kode verifikasi kok malah ilang tempat ngisinya. terus gimna mau ngisinya. giliran mw login malah gaq mau😔 bilangnya belum verifikasi. gimana mw verifikasi orang tempatnya keburu hilang😡,1,2025-04-19 15:23:11
dari dulu saya daftar pakai m-paspor.. camun satu kali yang bisa tapi pas bayar waktu kadaluarsa.. dan setelah itu daftar lagi mentoknya di area kantor pilihan hari warna pink semua yang putih blm bisa masih di kantor imigrasi kota Singkawang apah bisa di perbaiki kak???,3,2025-04-19 09:05:29
Sangat Buruk Aplikasi Nya Di Buka Masuk Email Langsung Layar Nya Hitam,1,2025-04-19 06:55:52
"aplikasi tidak berfungsi,,,jangan download,sudah disetting server biar ada alasan buat nolak pemohon,kalau buat lewat belakang lebih cepat dan bayar mahal banget",1,2025-04-19 03:04:59
masih sering banget bug untuk pengisian datanya,2,2025-04-19 00:00:57
aneh ini aplikasi engga membantu sama sekali udah puluhan kali percobaan susah buat dapet tgl proses selanjutnya,1,2025-04-18 09:41:57
aplikasi m-paspor sy tdk bisa di buka padahal sy sudah mendaftarkan ibu sy Untuk ngurus paspor dan sudah bayar .,3,2025-04-18 08:32:14
waktu memilih hari kedatangan malah nggak bisa di klik,1,2025-04-18 05:28:46
aplikasi sampah,1,2025-04-18 03:55:54
"udah dftr dri akun dan sudah bikin paspor, tetapi pda saat mau cek email dan sandi untuk buka tetapi tidak bisa. dimohon jangan sperti ini",1,2025-04-18 03:37:22
jelek' tidak bisa di buka,1,2025-04-17 23:54:10
bad applikasi,1,2025-04-17 17:19:05
"g jelas g bsa di pake , lapor ke pusat malah disuruh pke hp lain",1,2025-04-17 15:56:49
aplikasi nyusahin rakyat ngabisin uang rakyat,1,2025-04-17 11:56:04
BERKALI-KALI REFRESH TETEP TIDAK BISA DOWNLOAD SURAT PENGANTAR menuju KANIM..??? tolong secepatnya di perbaiki,3,2025-04-17 09:43:23
AGG (apk gak guna),1,2025-04-17 09:01:44
"sudah mengikuti petunjuk, begitu log in tampilan layar hitam saja, berulang ulang masih sama, unal aplikasi , inul lagi pun masih sama, jadi menyulitkan, bukan memudahkan, harusnya bisa lebih mudah dg digitalisasi, solusinya apa ini? niat memperpanjang paspor jadi terkendala",1,2025-04-17 07:06:24
aplikasi apa ini niat membuat paspor mlh membingungkan tidak disarankan untuk org2 spt saya,1,2025-04-17 05:43:12
semua aplikasi pemerintah ga ada yg bagus...lelet semua,1,2025-04-17 02:51:51
"tolong dong setiap mau lihat kuato nya data hilang mulu,mana kuato nya asal d lihat penuh semuanya,makin susah aja bikin paspor di Indonesia ini,apa memang semuanya memang begitu",1,2025-04-16 10:46:00
"app ngeblank udh di buka berkali kali ttp sama, di install ulang hasil.a jg sama.ribet aplikasinya.",1,2025-04-16 01:44:57
"buruk ,sudah 2hari pagi sore mlm mau urus paspor aplikasinya error terus",1,2025-04-16 00:55:46
gimana sih ini gak bisa di pilih tanggalnya. kalau ga bisa bikin aplikasi gausah di buat. anggaran besar besar tapi aplikasi bermasalah. mending pakai jasa yang sudah profesional aja kalau orang di dalam gak kompeten,1,2025-04-15 11:56:14
kenapa orang buat pasport di persulit mau ada surat jaminan dari negara yang di tuju kantor Kuala Tungkal,1,2025-04-15 08:37:37
"Aplikasi khas pemerintah, sampah semua",1,2025-04-15 07:19:34
ga bs masuk2 mo daftar on line buat paspor,5,2025-04-15 06:46:14
gaje,1,2025-04-15 06:10:54
Selayaknya aplikasi instansi pemerintah yang lain ini menjadi salah satu apk terburuk yg pernah saya pakai. Sekedar pengadaan pembuatan apk tanpa ada maintenance yg signifikan.. thumbs down,1,2025-04-15 05:00:51
"aplikasi dulu lancar, ini 15april ga bisa dibuka 😂",1,2025-04-15 03:08:53
sangat jelek TDK bisa di akses,1,2025-04-15 02:21:57
ribett amatt sih aplikasi ini. semua akun baru maupun lama gak bisa masuk. kecewa sih...,1,2025-04-14 18:36:18
kok GK bisa masuk,5,2025-04-14 14:28:18
kenapa tgl pilihan tidak berfungsi si ni,2,2025-04-14 14:26:55
assalamualaikum,5,2025-04-14 12:11:05
ini gimana sih gk bisa aktivasi udah buat 2 akun gagal mulu,1,2025-04-14 09:14:46
"email dan sandi sdh masuk, layar hanya bertulis slide to verify. nyoba dari kemarin",1,2025-04-14 06:30:08
"Saya berusaha masih manusiawi, dg memberikan bintang 3, namun proses pengajuan memang sulit sekali karena tiap pertengahan input data selalu otomatis aplikasi tertutup dan harus mulai proses dari awal. Mohon segera ada perbaikan atas hal ini karena dana untuk itu sudah tersedia melalui pajak yang warga bayarkan.",3,2025-04-14 04:48:57
tidak bisa login.,2,2025-04-14 02:51:37
"Dari 3 hari lalu udah masukin email sama pass tp blank ndak ada respon berkali2, mohon diperbaiki min",2,2025-04-13 23:00:53
ga jelas aplikasi masa tanggal kehadirannya ga bisa di pilih satupun sangat mengecewakan,1,2025-04-13 15:24:21
tidak bisa masuk sm sx,5,2025-04-13 04:21:28
"pas daftar bikin pasport baru ok bisa ga tau kenapa bisa harusnya error kalo aplikasi buatan pemerintah itu WAJIB ERROR DAN TROBLE ITU WAJIB FARDU AIN MUTLAK!!!, karna budaya pemerintah itu membuat pengadaan, tapi ga ada di ada adain biar cair. eh giliran udh selesai bikin paspor baru lagi mau cek app nya Request timeout, pleace try again. dan berhari hari seperti itu, M paspor selalu di hati dan selalu membagakan.",1,2025-04-13 03:44:54
"ada bintang 0, gue kasih 0 lu pada. aplikasi nyusahin aja",1,2025-04-13 03:01:31
"jika ada kendala dalam pendaftaran tidak tau menghubungi kemana, tidak ada pusat bantuan untuk pertanyaan-pertanyaan tentang kendala dan solusi pendaftaran",1,2025-04-13 01:58:04
"NIAT BIKIN APLIKASI TIDAK SIH SURAT PENGANTAR TIDAK BISA DI DWONLOAD. SURUH REFRES SEKALI DI PAKE BEGITU KELUAR TIDAK BISA MASUK LAGI, LAYAR HITAM PUTIH NGEBLENG, begitu bisa kebuka masukan puzel tapi tidak bisa digerakan. tolong di perbaiki aplikasinya katanya mempermudah tapi faktanya tidak sesuai. sudah instal di hp di lapotop tidak bisa di instal keterangan sudah terpasang di perangkat lain. sangaaaaat mengecewakan",1,2025-04-12 22:24:02
sangat terbantu,5,2025-04-12 15:30:20
"kenapa sih suka tiba-tiba log out sendiri? padahal gak diapa-apain, terus giliran udah coba sign in malah loading lama. Tolong diperbaiki lagi.",1,2025-04-12 13:37:16
aplikasi sampah,1,2025-04-12 10:20:17
"aneh banget pas isi data eh loncat loncat menu nya dan gak bisa pilih tanggal ,udah ganti pakai kantor yang di luar pulau tetep aja gak bisa di klik kayaknya bukan karena gak tersedia tanggal nya tapi emang eror gak bisa di klik",1,2025-04-12 07:02:37
"tidak bisa login, layar beruh putih",1,2025-04-12 04:51:11
"Aplikasi nya tidak bisa di pake, waktu mau login langsung blank hitam/putih, sedangkan lagi butuh cepat ngurus paspor nya.. Semoga segera diperbaiki, karna masyarakat lagi sangat butuh",1,2025-04-12 03:25:34
"min ini saya udah daftarin bapak saya, tapi salah email. pas mau daftar lagi dan ganti email kan no telpon udah dipakai tuh, padahal akun aja belum dibuat cuma daftar dan pas mau login gabisa karena belum perivikasi email (ga dpt kode krna slh), jadinya saya pakai no telp saya sendiri buat daftarain, kira kira cara hapus no telpon yang udah di daftar sebelum gimana? sama satu lagi, bisa ga ganti no telpon (saya tadi) untuk akun yang udah dibuat tadi, semoga dijawab dan ada solusi, terima kasih.",3,2025-04-12 00:01:44
memudahkan pelayanan pembuatan oaspor,5,2025-04-11 18:11:40
Update tiap minggu tapi tiap kali mau ambil no antrian full terus sampai 3 bulan kedepan udh 6 bulan cuma mau nunggu no antrian susah kali Apk ndk guna.,1,2025-04-11 16:54:50
busuk,1,2025-04-11 13:20:02
"security check nya eror padahal udah bener, password sama email",1,2025-04-11 10:34:08
setelah di update malah sering nge blank parah banget ni aplikasi,1,2025-04-11 10:05:38
"kalau emang ini aplikasi gabisa dipake, mending dihapus aja lah, bikin emosi!!!",1,2025-04-11 06:01:54
"Setiap aplikasi yang menyangkut pemerintahan pasti aja sering eror, asal di buat tapi setiap fitur - fitur nya ga di peduliin. yang penting buat aplikasi nya dan suruh masyarakat buat make dengan performa yang jelek, kalo sering eror? ya itu salah orang nya bukan salah aplikasi nya, biasalah lah kalo ada apa - apa masyarakat yang di salahin sama kek aplikasi perpajakan dan e-sim ga ada yang beres satupun. seolah - olah di ciptain cuma buat formalitas aja hadehh",1,2025-04-11 05:42:07
"Alhamdulillah lancar banget baru download pagi tadi, langsung bikin akun dan daftar passport, langsung bisa trus pilih jadwal, langsung bayar juga beres, tinggal datang aja nanti 🙏👍",5,2025-04-11 00:48:00
aplikasinya jeleeeeeeek ga ada perbaikan atau solusi yang berguna.,1,2025-04-10 16:16:17
"Ini aplikasi amatir, sy salah otp g bisa dihapus yg ada, akhirnya email udah terdaftar. Bingung jadinya",1,2025-04-10 12:20:09
Bebal,1,2025-04-10 09:24:46
bagus,5,2025-04-10 07:48:15
"Sekelas applikasi nasional, sangat buruk applikasinya. tolong diperbaiki. Kami paspor jg bayar, bkn gratis",1,2025-04-10 06:58:31
"aplikasi gak guna, kebanyakan korup",1,2025-04-10 06:29:50
memberikan prioritas pada lansia,4,2025-04-10 02:29:10
mantap,5,2025-04-09 08:28:17
ini aplikasi paling aneh. Saat di rumah ga bisa di akses. Setelah Login layar blank. Anehnya begitu datang ke kantor imigrasi bisa di akses. Saat kembali ke rumah ga bisa di akses lagi.,1,2025-04-09 07:35:58
"gak bisa di pakai Weh. habis masukan email&password blank putih,kadang item. sakit apk nya.",1,2025-04-09 03:43:39
apa gunanya bikin aplikasi habis2kan anggaran kalo useless,1,2025-04-09 03:06:25
lebih memudahkan,5,2025-04-09 01:24:44
ngelag,1,2025-04-08 19:47:09
tidak bisa di gunakan,1,2025-04-08 12:40:49
ngeblank hilang pas mau cb masuk. parah nih,1,2025-04-08 10:35:18
Aplikasi tidak berguna sama sekali tidak berfungsi sekelas pemerintah koq masih asal asalan bikin aplikasinya.bukannya mempermudah membuat paspor malah makin sulit. datang langsung ke kanim suruh daftar via aplikasi.sementara aplikasinya sama sekali tidak bisa di gunakan kacau .....,1,2025-04-08 04:40:21
"aplikasi tak guna, daftar berkali kali selalu request time out",1,2025-04-08 04:17:13
ini aplikasinya kenapa gak dibisa digunakan sama sekali.,1,2025-04-08 03:06:26
mantap ya,5,2025-04-07 12:05:50
"tolong lah ini baru install tetapi tidak dapat login, email dan password yang digunakan juga sesuai dan benar. tetapi tetap ga bisa masuk. segera diperbaiki segala kekurangannya demi bangsa",1,2025-04-07 09:24:15
"ketika masukkan kode otp dgn benar malah errror, pdhl blm 30detik, ketika aku balik ke halaman sebelumnya lg untuk periksa, malah ga bs maju lg ke halaman otp, katanya email sudah terdaftar, solusinya gmn? sumpah, kesel banget aku liat aplikasi kek gini",1,2025-04-07 06:51:19
"dibenerin lagi dong aplikasi nya haduhhh kea gini doang dari kemaren2 kaga di benerin, mau ngurus jadi ribet pas di tempat disuruh daftar lewat aplikasi juga lemot2 aplikasinya, bilangnya sinyal atau hp nya yang lemot, padahal emang aplikasinya, tolong lah hal seperti ini di urusin biar enak juga kita nya ke kalian, terimakasih",1,2025-04-07 02:14:43
apk tdk bisa di buka setiap masuk username password blank hitam,1,2025-04-06 16:04:07
ribet,1,2025-04-06 11:58:14
5 stars for you.,5,2025-04-06 08:01:02
"sudah masuk tapi selalu slide to verify berulang-ulang selalu gagal, bagaimana aplikasi ini, payah!!!",1,2025-04-05 11:35:45
5/4/25 di suruh update..setelah update masukkan email sama pass malah tdk bisa..layar kadang hitam kadang putih..mungkin terlalu byk yg bikin paspor ji dibikin gini kali biar org ga bisa bikin paspor,1,2025-04-05 03:25:18
tidak dapat di akses.,1,2025-04-05 02:17:00
tiap hari tiap jam tiap menit ngecekin jadwal kosong 🤣🤣 katanya jadwal di update tiap Jumat jam 14.00 juga udh gue pantengin tetep aja zonk 🥱,1,2025-04-04 07:39:09
Aplikasi sampah,1,2025-04-04 04:17:40
"ribet,,,eror mulu",1,2025-04-04 03:29:20
mantap,5,2025-04-04 01:27:34
"aplikasi jelek email dan password tidak valid awalnya password harus menggunakan minimal 1 huruf besar setelah di ubah malah jadi pasword tidak valid padahal itu udah bener udah coba berulang kali tetap ga aja bisa, sangat sangat jelek di wajibkan online untuk ambil Kouta tapi aplikasi nya seperti ini jangan kan mau ambil Kouta mau login saja sangat sulit",1,2025-04-04 00:24:33
